dayOfWeek,hourOfDay,P1,P2,year,month
Sunday,15,7.366161616161614,2.5607070707070707,2018,9
Sunday,16,7.303655913978495,2.8392473118279575,2018,9
Sunday,17,8.759062500000002,3.4214583333333324,2018,9
Sunday,18,8.52618556701031,3.403298969072165,2018,9
Sunday,19,10.261770833333332,3.860208333333334,2018,9
Sunday,20,10.790919540229886,3.778505747126435,2018,9
Sunday,21,18.30805555555556,7.635555555555554,2018,9
Sunday,22,17.97575342465753,6.92164383561644,2018,9
Sunday,23,16.69718309859155,5.55492957746479,2018,9
Thursday,0,14.230412371134024,6.648762886597938,2018,9
Thursday,1,10.56175257731959,5.828247422680415,2018,9
Thursday,2,11.836907216494836,7.260721649484537,2018,9
Thursday,3,9.146597938144332,5.625979381443299,2018,9
Thursday,4,9.92082474226804,6.391855670103096,2018,9
Thursday,5,10.28278350515464,7.020927835051545,2018,9
Thursday,6,10.382500000000002,6.908541666666668,2018,9
Thursday,7,12.996105263157888,8.283578947368422,2018,9
Thursday,8,13.567142857142855,8.240204081632651,2018,9
Thursday,9,14.531546391752578,6.37927835051546,2018,9
Thursday,10,12.982127659574477,3.631914893617021,2018,9
Thursday,11,10.101111111111113,3.0510101010101,2018,9
Thursday,12,10.535625,3.328750000000001,2018,9
Thursday,13,8.993958333333332,2.9183333333333343,2018,9
Thursday,14,8.976701030927838,3.013298969072166,2018,9
Thursday,15,8.15739583333333,2.7803125000000004,2018,9
Thursday,16,8.812391304347825,2.9153260869565214,2018,9
Thursday,17,10.00145833333333,3.3319791666666663,2018,9
Thursday,18,10.812500000000005,3.6870833333333324,2018,9
Thursday,19,20.15298969072165,8.081546391752576,2018,9
Thursday,20,16.10747368421053,7.11642105263158,2018,9
Thursday,21,10.377263157894738,4.917052631578948,2018,9
Thursday,22,88.26875000000001,49.169375000000024,2018,9
Thursday,23,30.19412371134021,14.300721649484535,2018,9
Tuesday,0,12.202142857142857,6.243000000000001,2018,9
Tuesday,1,11.91780821917808,5.486301369863013,2018,9
Tuesday,2,10.27444444444444,4.642500000000002,2018,9
Tuesday,3,10.661249999999999,4.522916666666668,2018,9
Tuesday,4,9.096619718309864,4.210000000000001,2018,9
Tuesday,5,7.844189189189186,3.8247297297297296,2018,9
Tuesday,6,7.931971830985918,3.729718309859155,2018,9
Tuesday,7,11.40902777777778,5.028333333333334,2018,9
Tuesday,8,16.835616438356166,7.713150684931506,2018,9
Tuesday,9,14.16319444444445,5.969722222222221,2018,9
Tuesday,10,9.60732394366197,3.582112676056338,2018,9
Tuesday,11,7.8262500000000035,2.9320833333333325,2018,9
Tuesday,12,5.740684931506849,2.666301369863014,2018,9
Tuesday,13,7.346805555555554,3.1108333333333333,2018,9
Tuesday,14,10.691142857142854,5.1221428571428556,2018,9
Tuesday,15,8.13189189189189,3.1691891891891895,2018,9
Tuesday,16,7.288676470588233,2.8951470588235297,2018,9
Tuesday,17,7.9189041095890405,3.13219178082192,2018,9
Tuesday,18,9.803380281690142,3.8712676056338045,2018,9
Tuesday,19,10.765774647887321,4.339154929577465,2018,9
Tuesday,20,11.8075,4.967222222222222,2018,9
Tuesday,21,13.25569444444444,6.533194444444445,2018,9
Tuesday,22,12.650416666666668,5.980138888888889,2018,9
Tuesday,23,12.15647887323943,5.617183098591547,2018,9
Wednesday,0,8.777808219178082,4.757945205479452,2018,9
Wednesday,1,9.342465753424657,4.816986301369862,2018,9
Wednesday,2,20.846712328767122,13.036438356164386,2018,9
Wednesday,3,14.420138888888893,7.5855555555555565,2018,9
Wednesday,4,13.668648648648656,5.092027027027028,2018,9
Wednesday,5,15.066575342465752,6.583972602739727,2018,9
Wednesday,6,16.51930555555556,7.344583333333333,2018,9
Wednesday,7,12.459883720930234,4.83046511627907,2018,9
Wednesday,8,12.356979166666667,4.983333333333333,2018,9
Wednesday,9,11.398915662650602,4.621325301204822,2018,9
Wednesday,10,8.203541666666665,3.365937500000001,2018,9
Wednesday,11,6.585408163265307,2.545102040816327,2018,9
Wednesday,12,6.013263157894736,2.5517894736842113,2018,9
Wednesday,13,6.37255319148936,2.4809574468085103,2018,9
Wednesday,14,9.284148936170208,2.9121276595744687,2018,9
Wednesday,15,13.227386363636372,3.5043181818181846,2018,9
Wednesday,16,17.21907216494845,4.372474226804123,2018,9
Wednesday,17,14.186391752577316,3.9548453608247414,2018,9
Wednesday,18,14.65541666666667,5.6334375,2018,9
Wednesday,19,25.97148936170212,13.208191489361706,2018,9
Wednesday,20,25.080927835051547,12.502783505154637,2018,9
Wednesday,21,26.133263157894735,12.88757894736842,2018,9
Wednesday,22,25.154022988505748,11.840689655172412,2018,9
Wednesday,23,17.819651162790706,8.347558139534883,2018,9
